BAcctNumber,AcctNumber,BillingStreet,BillingAptNo,BillingZip,BillingPhone,BillingMethod,OnlineBillingFlag,CoverageType,LastInvoiceGenDate,LastInvoicePaidDueDate,LastInvoicePaidDate,LastBillCount,NextInvoiceGenDate,CardType,CardNo,CardExpirationDate,BankingAccountType,BankingAccountNumber,PaymentAmount,PaymentDate,AccountEstablishedDate
BILL977588170,ACC961033015,117 Twin Pines Hill,28,33233,695-692-3958,Value-Based Reimbursement,F,Children's Health Insurance Program (CHIP),2/14/2015,1/31/2022,1/12/2016,27,6/12/2022,diners-club-enroute,201991187581472,9/7/2024,Retirement Account,oxsnbaq,866.74,3/4/2020,4/9/2011
BILL193976426,ACC062715992,8 Sachtjen Way,26,77212,675-497-6138,Bundled Payments,F,Prescription Drug Coverage,12/20/2013,10/3/2022,9/27/2016,33,3/10/2017,china-unionpay,560223665387929882,6/14/2026,Retirement Account,qllxlpr,458.57,3/18/2019,1/14/2021
BILL817385884,ACC717942603,89815 Dakota Way,17,74126,506-982-9190,Capitation,F,Health Savings Account (HSA)-eligible plan,12/22/2015,8/29/2023,8/9/2018,30,10/20/2020,jcb,3563258275361712,3/8/2026,Credit Account,mcqqkfh,461.66,5/25/2014,3/22/2011
BILL371068337,ACC138985907,6706 Comanche Circle,16,98447,888-888-6401,Direct Billing,F,Accident Insurance,5/27/2010,11/21/2018,3/13/2015,23,1/5/2017,china-unionpay,5602253100667506,7/6/2026,Checking Account,envuowy,956.02,7/14/2017,8/31/2021
BILL680996097,ACC889121066,1744 Forest Dale Drive,16,94132,817-477-4947,Self-Pay,F,Critical Illness Insurance,7/26/2018,1/11/2019,4/3/2019,7,7/9/2020,jcb,3560079978426963,9/9/2027,Investment Account,retdfbv,781.42,10/28/2014,5/11/2015
BILL502771145,ACC083125344,45 Walton Place,3,22205,824-532-4812,Global Budgeting,F,High Deductible Health Plan (HDHP),6/12/2015,10/13/2018,1/6/2023,44,11/18/2015,jcb,3583845470511517,9/13/2027,Certificate of Deposit (CD),tironwq,405.64,5/19/2013,12/14/2017
BILL277765437,ACC579763833,71422 Jay Parkway,44,91103,475-945-0298,Co-Payment,T,International Health Insurance,12/25/2015,6/5/2020,7/16/2021,31,9/17/2017,diners-club-enroute,201769163687434,10/26/2024,Loan Account,uqzgirn,646.84,5/21/2015,7/18/2018
BILL757017978,ACC637267368,32295 Corben Avenue,17,99790,417-827-6929,Time-Based Billing,F,Tricare (Military Health Care),2/7/2016,11/5/2017,2/25/2020,7,11/17/2017,jcb,3557558204757064,5/2/2028,Investment Account,vsuftul,380.77,1/4/2018,12/30/2015
BILL809347298,ACC529309584,3573 Erie Pass,34,22313,560-183-3205,Sliding Scale,T,Substance Abuse Treatment Coverage,6/2/2020,11/19/2023,2/2/2023,45,3/24/2021,bankcard,5602227480266477,11/25/2029,Certificate of Deposit (CD),dwtmvgz,667.89,9/22/2017,8/24/2013
BILL783362991,ACC377028951,12 Florence Place,24,40515,619-739-8444,Self-Pay,F,Catastrophic Health Insurance,11/25/2014,11/14/2019,9/21/2018,47,8/12/2018,jcb,3544118044999362,11/28/2029,Retirement Account,umvfisd,135.67,7/11/2018,4/29/2018
BILL806693977,ACC160807893,81806 Toban Drive,33,12242,794-499-2378,Self-Pay,T,Substance Abuse Treatment Coverage,5/28/2021,12/18/2021,8/26/2023,22,10/15/2022,jcb,3559645205919294,8/2/2029,Credit Account,mgondzt,895.75,12/14/2020,11/2/2011
BILL171001650,ACC775861292,66 3rd Park,39,24024,907-888-8674,Coinsurance,T,Prescription Drug Coverage,6/16/2012,1/11/2023,6/3/2022,11,12/16/2019,visa,4041591753377762,3/13/2029,Certificate of Deposit (CD),jxjwwoz,77.67,8/16/2010,1/13/2019
BILL227629279,ACC807630093,61 Little Fleur Way,16,15220,395-453-9342,Capitation,F,Dental Insurance,11/15/2021,2/16/2022,1/16/2022,31,12/15/2023,jcb,3580226410558806,9/30/2029,Loan Account,urohyhu,746.16,7/7/2013,11/13/2011
BILL623783271,ACC243144547,49 Stephen Circle,27,02114,290-494-8189,Self-Pay,F,International Health Insurance,11/2/2016,2/4/2018,1/24/2022,36,10/16/2022,jcb,3555819515970743,8/23/2028,Certificate of Deposit (CD),xkkuldn,340.61,2/15/2011,9/21/2012
BILL771113402,ACC402059699,913 Stang Plaza,11,23324,721-276-4896,Per Diem,F,Accident Insurance,10/6/2015,3/16/2019,4/16/2021,6,10/17/2022,jcb,3544798980716159,2/8/2028,Credit Account,ghnnrvq,912.4,12/6/2015,12/14/2016
BILL346210706,ACC167143970,2357 Thierer Center,23,58207,405-436-9791,Electronic Billing,T,Point of Service (POS),8/24/2012,4/21/2021,5/22/2020,38,12/31/2020,jcb,3535538455330610,1/23/2027,Retirement Account,wujbtmo,965.28,11/16/2010,4/11/2013
BILL777279593,ACC252909187,6556 Raven Terrace,31,37605,816-869-2308,Fee-for-Service,F,Disability Insurance,6/6/2021,10/5/2023,5/27/2024,39,12/8/2021,jcb,3565456654389472,10/29/2026,Credit Account,bnotarz,940.82,3/31/2014,6/11/2017
BILL233373874,ACC316378681,6 Roxbury Place,30,77218,869-606-9660,Out-of-Pocket,F,Mental Health Coverage,9/10/2020,2/27/2024,10/21/2022,4,4/11/2022,jcb,3559209030167106,4/26/2026,Loan Account,iynyrps,357.98,5/2/2011,6/23/2013
BILL259978792,ACC959876008,6630 Golf Course Lane,20,87110,947-729-4202,Diagnosis-Related Group (DRG),F,Medicare,7/9/2015,1/19/2021,4/15/2020,35,12/11/2020,laser,6706740444665702,2/15/2025,Retirement Account,gsnevei,857.35,6/9/2021,7/10/2017
BILL129224539,ACC566712170,5364 Waxwing Park,37,29220,979-152-7711,Out-of-Pocket,F,Veterans Health Administration (VA),6/16/2013,2/16/2021,5/12/2023,18,3/7/2017,jcb,3569301618636574,10/31/2024,Loan Account,xrsilks,434.09,2/19/2013,2/13/2019
BILL320053573,ACC203627446,63 Homewood Crossing,49,33499,452-920-9312,Deductible,T,Dental Insurance,4/27/2011,8/21/2023,1/26/2013,29,11/8/2011,visa,4041596123372,12/10/2028,Checking Account,aijjzgw,258.26,8/23/2016,8/16/2016
BILL229675012,ACC061409731,067 Portage Crossing,22,38114,859-673-1910,Per Diem,T,Prescription Drug Coverage,6/1/2017,12/25/2020,2/10/2021,16,4/18/2019,mastercard,5152237899702065,8/21/2029,Retirement Account,iaqqwag,344.42,5/30/2017,3/21/2015
BILL747035733,ACC577530691,075 Columbus Pass,42,33180,405-554-7140,Sliding Scale,F,Medicaid,10/28/2013,12/4/2017,4/19/2022,17,1/18/2023,jcb,3529934792158699,6/7/2024,Savings Account,ezofgib,189.19,12/27/2016,5/28/2018
BILL207425093,ACC783522310,722 Pearson Pass,15,14619,481-766-5069,Per Diem,F,Exclusive Provider Organization (EPO),2/9/2015,6/3/2022,1/25/2018,16,7/10/2021,diners-club-carte-blanche,30342700651052,3/9/2026,Credit Account,mwwpyzd,111.62,4/30/2010,2/6/2016
BILL459635638,ACC716606676,3896 Elgar Plaza,17,10203,379-633-3825,Co-Payment,T,Point of Service (POS),10/2/2016,9/18/2017,7/24/2017,14,4/11/2024,jcb,3551259469759855,12/31/2024,Credit Account,ogsjqcx,579.54,4/13/2015,5/8/2021
BILL317852552,ACC966543241,224 Commercial Way,11,34981,339-786-9973,Third-Party Billing,F,Dental Insurance,6/14/2013,6/21/2016,6/30/2020,18,5/31/2019,jcb,3572747480260148,7/16/2025,Savings Account,gohmrzj,470.88,3/9/2016,6/24/2011
BILL335666395,ACC695648011,6 Goodland Crossing,41,38126,768-505-8906,Capitation,T,International Health Insurance,1/11/2013,6/11/2019,5/31/2023,42,9/10/2020,switch,4936367091688228326,8/3/2024,Certificate of Deposit (CD),wbqnsfk,581.15,10/15/2013,10/1/2015
BILL134965468,ACC090471758,7 Nelson Point,50,28242,511-778-7730,Deductible,F,Flexible Spending Account (FSA)-eligible plan,2/27/2017,10/16/2022,8/17/2024,42,3/23/2023,jcb,3555897593058391,11/12/2027,Retirement Account,bnpmofp,426.55,9/1/2020,5/21/2012
BILL747847533,ACC936801170,577 Fieldstone Trail,11,75392,322-276-3292,Co-Payment,T,Veterans Health Administration (VA),2/13/2012,6/4/2018,5/28/2015,18,8/30/2022,jcb,3582407902602496,7/9/2024,Savings Account,hjkkcgw,6.6,1/24/2018,9/26/2014
BILL874860299,ACC062830315,88036 Nancy Hill,46,78465,622-136-2263,Fee-for-Service,F,Health Maintenance Organization (HMO),8/3/2015,12/18/2022,9/21/2023,29,6/25/2019,diners-club-carte-blanche,30394824157631,3/17/2029,Certificate of Deposit (CD),ltfodup,366.38,12/5/2017,4/9/2010
BILL420939892,ACC833322014,0328 Maple Park,29,27409,548-307-6103,Sliding Scale,T,Substance Abuse Treatment Coverage,11/14/2017,10/6/2021,11/17/2018,23,9/27/2019,switch,493613053626320522,4/5/2024,Checking Account,mqqqrbh,634.8,2/25/2015,5/8/2018
BILL957259070,ACC131781740,36028 Calypso Way,8,63196,229-981-3331,Prospective Payment System,F,Critical Illness Insurance,8/2/2016,12/6/2020,6/30/2023,43,3/22/2018,diners-club-carte-blanche,30496784925202,11/7/2029,Certificate of Deposit (CD),ewmeups,369.78,4/4/2021,4/2/2011
BILL469536819,ACC534651221,416 Lighthouse Bay Avenue,18,92844,662-918-7404,Out-of-Pocket,F,Maternity Coverage,6/24/2021,12/15/2022,6/18/2024,30,3/20/2024,jcb,3557893387541138,7/16/2028,Savings Account,ltxqbpq,197.8,1/12/2010,2/5/2011
BILL614144940,ACC718268850,55260 Lyons Park,10,45807,954-463-7492,Coinsurance,F,Mental Health Coverage,6/24/2018,9/29/2023,1/22/2021,48,10/31/2022,jcb,3561940544978465,9/4/2027,Savings Account,diyqprl,359.6,5/26/2015,5/30/2010
BILL836597861,ACC877001673,46 Paget Plaza,29,33615,296-470-7051,Resource-Based Relative Value Scale (RBRVS),T,Supplemental Insurance,3/7/2015,8/24/2016,11/6/2019,42,5/13/2022,jcb,3568760964564154,5/7/2026,Retirement Account,tqbnxtz,602.47,12/4/2018,6/2/2013
BILL325763046,ACC773217737,04851 Melvin Crossing,46,91499,832-108-9304,Co-Payment,F,Supplemental Insurance,6/2/2013,1/5/2017,11/7/2023,25,10/29/2021,jcb,3588110754231620,3/3/2025,Checking Account,stohyyn,258.96,3/23/2013,11/10/2010
BILL704914692,ACC910118051,99 Loeprich Pass,3,72209,543-982-1502,Coinsurance,F,Dental Insurance,2/6/2014,4/26/2018,2/25/2022,20,9/26/2017,china-unionpay,5602239094166266,11/18/2028,Credit Account,rybayls,608.92,10/10/2016,12/20/2020
BILL342261551,ACC232550059,55 2nd Point,42,29625,361-124-4802,Deductible,F,Health Maintenance Organization (HMO),1/31/2021,10/25/2022,6/29/2022,17,9/8/2021,maestro,50200507917355163,9/10/2028,Credit Account,bveblxp,258.21,12/8/2011,2/14/2012
BILL442730525,ACC050453319,09 Artisan Plaza,32,66606,944-402-4182,Electronic Billing,T,Children's Health Insurance Program (CHIP),12/22/2010,11/14/2011,9/14/2015,41,10/14/2019,mastercard,5007668777588282,7/26/2028,Investment Account,fvmokrt,297.8,3/5/2011,5/7/2018
BILL660822978,ACC893353161,092 Gale Lane,32,92867,796-373-7835,Deductible,T,Point of Service (POS),2/22/2015,2/10/2016,5/5/2016,28,9/11/2019,jcb,3558533508848793,12/6/2025,Loan Account,vvtamfb,476.18,6/12/2014,12/8/2011
BILL236793966,ACC631002730,4079 Fair Oaks Park,29,64153,758-562-1764,Third-Party Billing,T,Accident Insurance,11/7/2010,5/28/2024,3/9/2012,14,6/10/2019,maestro,6761262709831228,4/24/2025,Savings Account,xhfcbfa,682.32,7/4/2011,12/15/2020
BILL758179884,ACC899466786,606 Pine View Point,38,70826,959-225-3899,Per Diem,F,Flexible Spending Account (FSA)-eligible plan,11/30/2020,12/26/2020,1/20/2022,3,8/13/2021,instapayment,6396575660778820,4/5/2029,Loan Account,irylhpo,218.48,12/9/2010,2/14/2021
BILL382618559,ACC044991274,19314 Ludington Lane,20,22156,653-913-4003,Value-Based Reimbursement,F,Substance Abuse Treatment Coverage,2/16/2020,6/11/2022,2/12/2021,36,6/22/2020,mastercard,5100136453494171,3/27/2024,Investment Account,csqaxfd,880.09,12/17/2013,8/10/2012
BILL854968651,ACC605389017,6839 Riverside Park,2,74103,262-553-8350,Value-Based Reimbursement,F,Vision Insurance,11/25/2018,9/23/2021,11/30/2019,31,6/17/2020,diners-club-enroute,201600492842772,6/24/2024,Loan Account,ueqxnkq,233.15,4/18/2018,3/16/2010
BILL155547625,ACC900607539,3605 Kinsman Pass,32,95838,176-188-6659,Self-Pay,F,Accident Insurance,8/5/2017,6/16/2021,10/27/2018,47,2/15/2022,jcb,3576441530311137,6/23/2025,Checking Account,scsyedf,968.15,6/3/2017,2/19/2018
BILL977039641,ACC247976669,06819 Vidon Center,24,06606,967-256-4205,Resource-Based Relative Value Scale (RBRVS),F,Substance Abuse Treatment Coverage,5/1/2013,1/16/2015,11/21/2019,17,7/26/2013,americanexpress,337941166494731,9/6/2024,Retirement Account,rrhyujw,926.26,2/7/2019,7/18/2013
BILL123241219,ACC287377888,8644 Bellgrove Point,22,02208,575-252-1403,Fee-for-Service,F,Vision Insurance,3/7/2016,1/2/2024,8/19/2017,40,7/10/2020,jcb,3528914941871716,10/3/2027,Savings Account,ogmrmqs,83.36,12/22/2015,7/21/2011
BILL703961057,ACC175707682,7 Bay Plaza,8,27658,666-326-8533,Deductible,F,Medicare,10/12/2013,3/28/2016,11/27/2023,50,1/28/2014,mastercard,5443165022695881,4/19/2026,Investment Account,rnojidf,519.51,1/31/2011,11/10/2010
BILL722762235,ACC710922439,5038 Pleasure Road,14,79415,281-727-8117,Per Diem,F,Preferred Provider Organization (PPO),1/15/2019,11/17/2021,2/5/2021,17,4/14/2021,americanexpress,374622212476369,9/1/2024,Checking Account,grfkkpn,823.51,11/17/2015,3/3/2011
BILL668880456,ACC077322369,2 Londonderry Parkway,22,85219,561-493-3377,Direct Billing,F,Consumer-Driven Health Plan (CDHP),12/4/2010,1/2/2011,3/3/2020,43,7/13/2016,jcb,3585259305125931,2/11/2025,Credit Account,iwiqdhw,17.8,3/27/2021,8/29/2020
BILL745376546,ACC027460070,8 Shoshone Trail,16,14905,170-711-4139,Value-Based Reimbursement,T,Disability Insurance,6/27/2017,12/30/2020,1/10/2024,26,2/20/2018,switch,6759193499252313,11/14/2028,Savings Account,ycgcmff,4.0,6/10/2018,6/16/2021
BILL272688226,ACC028483902,30 Ruskin Lane,48,83206,467-961-0925,Out-of-Pocket,T,Prescription Drug Coverage,5/22/2011,3/8/2022,3/8/2014,12,5/9/2015,laser,6706012978234028453,9/20/2028,Savings Account,milxmrn,676.55,7/8/2020,4/8/2021
BILL821928727,ACC397231796,7871 Atwood Alley,49,25313,673-305-0083,Diagnosis-Related Group (DRG),T,High Deductible Health Plan (HDHP),6/13/2014,9/2/2015,1/11/2023,43,8/24/2021,instapayment,6397671849284688,7/12/2026,Investment Account,obedyxi,647.02,10/29/2010,5/9/2017
BILL172298765,ACC096424711,1429 Bowman Center,46,37205,117-387-2116,Electronic Billing,T,Long-Term Care Insurance,3/21/2018,5/30/2023,4/21/2020,38,6/18/2022,jcb,3569937724472311,4/24/2026,Credit Account,fuixmoj,819.9,6/7/2014,8/12/2021
BILL600697929,ACC923065784,1 Summer Ridge Street,47,32919,170-937-8223,Direct Billing,T,Vision Insurance,9/26/2018,10/23/2021,6/4/2021,10,11/9/2020,visa-electron,4844897705808351,5/25/2027,Savings Account,gpryqqi,512.16,6/2/2017,3/30/2019
BILL526738976,ACC732409398,55 Vahlen Way,27,77060,582-129-2931,Electronic Billing,F,Exclusive Provider Organization (EPO),9/18/2010,1/27/2013,4/19/2016,7,1/3/2019,jcb,3560548836132799,4/20/2028,Savings Account,aioyibm,148.07,1/26/2016,12/24/2017
BILL781005035,ACC806826299,450 Oakridge Crossing,2,93106,833-357-8880,Per Diem,T,Short-Term Health Insurance,5/11/2014,10/8/2023,8/12/2014,39,10/9/2022,jcb,3544672174170699,3/2/2027,Retirement Account,khyytcq,361.31,11/6/2010,10/14/2011
BILL093933901,ACC817421372,352 Dorton Trail,17,43605,317-580-5855,Prospective Payment System,F,Vision Insurance,2/18/2015,11/29/2022,12/29/2023,28,4/25/2024,diners-club-enroute,201446230306104,9/28/2025,Retirement Account,bcuffud,681.91,12/24/2014,7/20/2011
BILL438012136,ACC957141125,99120 Stang Lane,31,91406,109-456-7036,Direct Billing,T,Veterans Health Administration (VA),3/1/2019,10/30/2019,11/8/2020,4,2/27/2022,jcb,3568437803960469,10/21/2025,Loan Account,zasfkma,596.53,3/10/2017,5/19/2016
BILL580288291,ACC892184799,683 Glacier Hill Lane,47,84140,440-470-1249,Prospective Payment System,F,Preferred Provider Organization (PPO),5/18/2021,11/26/2021,6/5/2023,2,6/15/2024,visa-electron,4026274196569258,5/4/2027,Savings Account,vxgruwe,317.02,9/5/2014,5/19/2016
BILL523380513,ACC789887432,95 Kedzie Trail,21,17110,293-169-2451,Shared Savings,T,Health Maintenance Organization (HMO),7/3/2017,2/23/2024,10/4/2018,21,10/4/2019,china-unionpay,5602244543361203,9/6/2029,Retirement Account,dckzcem,655.25,4/2/2013,5/10/2015
BILL365836756,ACC571130607,1737 Myrtle Junction,37,90076,309-793-8578,Prospective Payment System,F,Health Maintenance Organization (HMO),1/5/2020,3/11/2023,3/14/2023,15,2/3/2023,jcb,3552317655525230,10/3/2028,Loan Account,bymnret,250.7,7/7/2013,9/11/2020
BILL381429834,ACC961451079,2 Jenifer Drive,19,23612,952-619-7379,Resource-Based Relative Value Scale (RBRVS),F,Medicare,1/9/2014,5/11/2023,3/11/2014,34,11/20/2016,maestro,67618202534002592,11/22/2024,Loan Account,mjsnmub,602.13,3/22/2010,3/8/2012
BILL368971220,ACC525231804,7458 Canary Pass,9,45223,793-461-8662,Co-Payment,F,Consumer-Driven Health Plan (CDHP),2/23/2011,6/10/2011,12/17/2021,24,6/24/2012,solo,6767234600972081288,5/12/2029,Savings Account,dmgyvpb,188.27,2/20/2014,7/17/2017
BILL294962274,ACC520239836,349 Sutteridge Crossing,19,45223,874-345-9294,Global Budgeting,F,Short-Term Health Insurance,5/23/2021,12/23/2023,4/22/2024,9,3/2/2024,switch,633110455319638442,7/31/2024,Credit Account,vlwvwrp,403.08,5/13/2015,3/24/2016
BILL526331194,ACC980898672,3 Doe Crossing Street,14,75392,141-820-3109,Fee-for-Service,F,Medicare,11/17/2019,5/23/2022,1/10/2020,4,6/28/2021,china-unionpay,5602237920702932,6/13/2025,Savings Account,svqzffz,142.02,5/11/2011,12/22/2019
BILL933128740,ACC909068284,37432 Crescent Oaks Point,24,40298,304-296-5929,Resource-Based Relative Value Scale (RBRVS),F,Travel Health Insurance,10/20/2021,5/7/2024,1/31/2024,9,1/23/2022,diners-club-enroute,201865870450296,6/29/2029,Loan Account,yndcefm,645.66,1/22/2021,10/30/2021
BILL606744491,ACC121309870,33 Superior Terrace,35,33432,766-903-9354,Bundled Payments,T,Prescription Drug Coverage,11/23/2017,8/27/2022,9/29/2023,5,11/14/2018,switch,4905367028262237,1/1/2025,Retirement Account,hbhneeg,754.23,2/3/2015,10/24/2019
BILL741975214,ACC141086409,960 Stuart Park,26,40576,107-284-6713,Self-Pay,F,Fee-for-Service (FFS),8/17/2010,9/10/2020,7/4/2013,2,3/4/2016,jcb,3539111779765907,11/28/2026,Loan Account,rsxgzpr,270.98,7/19/2011,7/6/2017
BILL854036881,ACC618446800,42 Aberg Terrace,23,89550,369-281-5347,Out-of-Pocket,T,Tricare (Military Health Care),12/19/2012,12/20/2015,1/1/2017,42,4/4/2019,switch,6759328681089385246,5/22/2027,Checking Account,wfdfkkz,691.23,3/20/2012,5/27/2020
BILL500729625,ACC115751552,06 Jackson Junction,23,44905,376-857-2772,Capitation,F,Fee-for-Service (FFS),11/25/2010,7/7/2016,8/6/2014,26,10/6/2015,jcb,3557336371119008,2/28/2025,Retirement Account,ahnhznd,344.91,4/13/2010,12/29/2014
BILL874785421,ACC936138671,62932 Mallard Court,14,35236,709-261-4502,Coinsurance,T,Substance Abuse Treatment Coverage,11/19/2017,11/26/2017,5/30/2019,6,3/8/2024,china-unionpay,56022589410716797,12/3/2025,Checking Account,upleumu,274.08,7/27/2017,3/14/2019
BILL709630143,ACC679031224,22761 Sugar Place,30,75210,966-160-4617,Time-Based Billing,F,Preferred Provider Organization (PPO),5/2/2017,5/11/2023,1/1/2023,34,10/20/2020,americanexpress,337941001489177,7/26/2027,Loan Account,gejpygv,550.28,3/29/2021,6/18/2020
BILL138843022,ACC343848932,181 Loeprich Center,15,70174,247-329-4249,Electronic Billing,T,Medicaid,12/29/2014,9/28/2020,3/3/2019,10,8/3/2016,mastercard,5450120007433295,7/15/2028,Investment Account,qoezsai,79.72,7/21/2021,10/15/2017
BILL567408516,ACC744911277,4570 Ridgeview Place,49,45223,775-885-6296,Out-of-Pocket,T,Supplemental Insurance,5/23/2018,3/24/2023,3/28/2020,41,8/3/2022,mastercard,5321061421922561,11/26/2028,Checking Account,ygsdpxn,819.74,11/15/2018,11/26/2013
BILL085792422,ACC975646664,80947 Delladonna Court,15,76192,361-450-4949,Sliding Scale,F,High Deductible Health Plan (HDHP),10/31/2011,8/22/2017,6/24/2015,3,4/21/2024,visa-electron,4405539954680815,8/11/2028,Checking Account,uptmbrh,918.87,10/19/2019,4/19/2010
BILL842914365,ACC959876008,0539 3rd Terrace,20,19892,101-107-9908,Time-Based Billing,F,Children's Health Insurance Program (CHIP),1/22/2019,11/19/2022,3/29/2020,19,11/19/2019,visa-electron,4508615379155520,7/31/2028,Savings Account,llzsxpe,234.66,11/19/2013,7/10/2017
BILL155569068,ACC369861366,407 Little Fleur Alley,24,80209,903-487-2923,Capitation,F,Health Maintenance Organization (HMO),12/2/2013,7/20/2018,8/26/2016,3,5/8/2016,bankcard,5602232324704816,2/18/2029,Credit Account,zmhxzho,757.48,8/14/2012,3/16/2021
BILL632143921,ACC121563984,6715 Longview Trail,17,95205,632-272-4784,Prospective Payment System,T,Dental Insurance,12/27/2020,3/4/2022,1/16/2022,10,12/1/2021,jcb,3548401161063444,11/29/2027,Investment Account,tcakehu,293.48,2/4/2017,4/22/2020
BILL339446060,ACC662761990,4 Graceland Plaza,47,45426,970-945-6874,Third-Party Billing,T,Critical Illness Insurance,10/22/2012,6/17/2014,8/17/2018,3,2/18/2020,mastercard,5128311424427893,8/9/2027,Certificate of Deposit (CD),sblcvqw,208.84,5/19/2015,11/16/2020
BILL433924101,ACC046971907,86859 La Follette Hill,44,33141,159-639-4613,Direct Billing,F,Travel Health Insurance,2/15/2016,10/29/2022,4/11/2017,7,2/10/2019,china-unionpay,560225794149373458,2/10/2027,Certificate of Deposit (CD),kcztmxy,936.18,6/17/2021,6/4/2011
BILL344610200,ACC775845115,8787 Jenifer Lane,1,60630,956-496-5954,Sliding Scale,T,Supplemental Insurance,6/3/2017,2/19/2024,3/18/2023,11,2/6/2022,jcb,3545153351392009,4/6/2028,Retirement Account,atzgsoe,143.44,12/28/2017,12/9/2010
BILL245897268,ACC633972648,742 Arrowood Junction,7,24004,154-399-1535,Fee-for-Service,F,Long-Term Care Insurance,12/22/2010,11/12/2023,8/21/2021,7,10/5/2011,diners-club-carte-blanche,30053370333307,12/7/2028,Credit Account,nsiygcz,417.69,8/28/2015,1/19/2011
BILL272404360,ACC312500199,7 Boyd Park,1,40596,441-859-1445,Deductible,T,Critical Illness Insurance,9/27/2012,8/10/2015,3/16/2017,35,9/4/2023,diners-club-enroute,201416521149554,6/3/2025,Savings Account,zpqyrro,945.72,3/10/2020,5/22/2011
BILL471014523,ACC043544577,9848 Marcy Park,37,94522,919-309-9404,Time-Based Billing,T,Mental Health Coverage,4/14/2018,9/27/2019,4/3/2024,35,10/15/2019,maestro,6762226005309873,1/27/2024,Retirement Account,kqbrbyn,444.7,6/8/2016,11/2/2010
BILL053927859,ACC613094459,901 Granby Road,47,75397,686-245-8465,Bundled Payments,T,Health Savings Account (HSA)-eligible plan,11/15/2018,8/22/2019,2/21/2021,7,12/22/2023,jcb,3554964253777958,10/9/2029,Savings Account,jbierdk,714.66,11/25/2015,11/22/2019
